query,ground_truth_id,top_1_match,top_1_match_id,top_1_accuracy,top_1_score,precision_at_5
../Real\429__M_Right_ring_finger.BMP,429,429__M_Right_ring_finger.BMP,429,1,0.9999999808556355,0.2
../Real\429__M_Right_thumb_finger.BMP,429,429__M_Right_thumb_finger.BMP,429,1,0.9999999925361858,0.2
../Real\42__F_Left_index_finger.BMP,42,42__F_Left_index_finger.BMP,42,1,0.999999976893444,0.2
../Real\42__F_Left_little_finger.BMP,42,42__F_Left_little_finger.BMP,42,1,0.9999999813848129,0.2
../Real\42__F_Left_middle_finger.BMP,42,42__F_Left_middle_finger.BMP,42,1,0.9999999795394725,0.2
../Real\42__F_Left_ring_finger.BMP,42,42__F_Left_ring_finger.BMP,42,1,0.9999999722352008,0.2
../Real\42__F_Left_thumb_finger.BMP,42,42__F_Left_thumb_finger.BMP,42,1,0.9999999889810633,0.2
../Real\42__F_Right_index_finger.BMP,42,42__F_Right_index_finger.BMP,42,1,0.999999971000953,0.2
../Real\42__F_Right_little_finger.BMP,42,42__F_Right_little_finger.BMP,42,1,0.9999999647212667,0.2
../Real\42__F_Right_middle_finger.BMP,42,42__F_Right_middle_finger.BMP,42,1,0.9999999667643558,0.2
../Real\42__F_Right_ring_finger.BMP,42,42__F_Right_ring_finger.BMP,42,1,0.9999999844832158,0.2
../Real\42__F_Right_thumb_finger.BMP,42,42__F_Right_thumb_finger.BMP,42,1,0.9999999841428548,0.2
../Real\430__F_Left_index_finger.BMP,430,430__F_Left_index_finger.BMP,430,1,0.9999999870746684,0.2
../Real\430__F_Left_little_finger.BMP,430,430__F_Left_little_finger.BMP,430,1,0.9999999874397866,0.2
../Real\430__F_Left_middle_finger.BMP,430,430__F_Left_middle_finger.BMP,430,1,0.9999999716924588,0.2
../Real\430__F_Left_ring_finger.BMP,430,430__F_Left_ring_finger.BMP,430,1,0.9999999433364154,0.2
../Real\430__F_Left_thumb_finger.BMP,430,430__F_Left_thumb_finger.BMP,430,1,0.9999999911896756,0.2
../Real\430__F_Right_index_finger.BMP,430,430__F_Right_index_finger.BMP,430,1,0.9999999844871273,0.2
../Real\430__F_Right_little_finger.BMP,430,430__F_Right_little_finger.BMP,430,1,0.999999990334556,0.2
../Real\430__F_Right_middle_finger.BMP,430,430__F_Right_middle_finger.BMP,430,1,0.9999999832658311,0.2
../Real\430__F_Right_ring_finger.BMP,430,430__F_Right_ring_finger.BMP,430,1,0.9999999633174159,0.2
../Real\430__F_Right_thumb_finger.BMP,430,430__F_Right_thumb_finger.BMP,430,1,0.9999999796756107,0.2
../Real\431__M_Left_index_finger.BMP,431,431__M_Left_index_finger.BMP,431,1,0.9999999613017909,0.2
../Real\431__M_Left_little_finger.BMP,431,431__M_Left_little_finger.BMP,431,1,0.9999999848390824,0.2
../Real\431__M_Left_middle_finger.BMP,431,431__M_Left_middle_finger.BMP,431,1,0.9999999775472963,0.2
../Real\431__M_Left_ring_finger.BMP,431,431__M_Left_ring_finger.BMP,431,1,0.9999999608506591,0.2
../Real\431__M_Left_thumb_finger.BMP,431,431__M_Left_thumb_finger.BMP,431,1,0.9999999528699367,0.2
../Real\431__M_Right_index_finger.BMP,431,431__M_Right_index_finger.BMP,431,1,0.9999999492700865,0.2
../Real\431__M_Right_little_finger.BMP,431,431__M_Right_little_finger.BMP,431,1,0.9999999714775082,0.2
../Real\431__M_Right_middle_finger.BMP,431,431__M_Right_middle_finger.BMP,431,1,0.999999967890385,0.2
../Real\431__M_Right_ring_finger.BMP,431,431__M_Right_ring_finger.BMP,431,1,0.9999999486067361,0.2
../Real\431__M_Right_thumb_finger.BMP,431,431__M_Right_thumb_finger.BMP,431,1,0.9999999654210994,0.2
../Real\432__M_Left_index_finger.BMP,432,432__M_Left_index_finger.BMP,432,1,0.9999999478901073,0.2
../Real\432__M_Left_little_finger.BMP,432,432__M_Left_little_finger.BMP,432,1,0.9999999771234062,0.2
../Real\432__M_Left_middle_finger.BMP,432,432__M_Left_middle_finger.BMP,432,1,0.999999951283817,0.2
../Real\432__M_Left_ring_finger.BMP,432,432__M_Left_ring_finger.BMP,432,1,0.9999999912368288,0.2
../Real\432__M_Left_thumb_finger.BMP,432,432__M_Left_thumb_finger.BMP,432,1,0.9999999820686098,0.2
../Real\432__M_Right_index_finger.BMP,432,432__M_Right_index_finger.BMP,432,1,0.9999999669960128,0.4
../Real\432__M_Right_little_finger.BMP,432,432__M_Right_little_finger.BMP,432,1,0.9999999806509848,0.2
../Real\432__M_Right_middle_finger.BMP,432,432__M_Right_middle_finger.BMP,432,1,0.9999999452531796,0.4
../Real\432__M_Right_ring_finger.BMP,432,432__M_Right_ring_finger.BMP,432,1,0.9999999407106467,0.2
../Real\432__M_Right_thumb_finger.BMP,432,432__M_Right_thumb_finger.BMP,432,1,0.9999999491498605,0.2
../Real\433__M_Left_index_finger.BMP,433,433__M_Left_index_finger.BMP,433,1,0.999999963281996,0.2
../Real\433__M_Left_little_finger.BMP,433,433__M_Left_little_finger.BMP,433,1,0.9999999735212163,0.2
../Real\433__M_Left_middle_finger.BMP,433,433__M_Left_middle_finger.BMP,433,1,0.9999999791917703,0.2
../Real\433__M_Left_ring_finger.BMP,433,433__M_Left_ring_finger.BMP,433,1,0.9999999828079847,0.2
../Real\433__M_Left_thumb_finger.BMP,433,433__M_Left_thumb_finger.BMP,433,1,0.9999999883479898,0.2
../Real\433__M_Right_index_finger.BMP,433,433__M_Right_index_finger.BMP,433,1,0.9999999776617823,0.2
../Real\433__M_Right_little_finger.BMP,433,433__M_Right_little_finger.BMP,433,1,0.9999999859989779,0.2
../Real\433__M_Right_middle_finger.BMP,433,433__M_Right_middle_finger.BMP,433,1,0.9999999868812565,0.2
../Real\433__M_Right_ring_finger.BMP,433,433__M_Right_ring_finger.BMP,433,1,0.9999999638552475,0.2
../Real\433__M_Right_thumb_finger.BMP,433,433__M_Right_thumb_finger.BMP,433,1,0.9999999507771954,0.2
../Real\434__M_Left_index_finger.BMP,434,434__M_Left_index_finger.BMP,434,1,0.9999999463872383,0.2
../Real\434__M_Left_little_finger.BMP,434,434__M_Left_little_finger.BMP,434,1,0.9999999733730084,0.2
../Real\434__M_Left_middle_finger.BMP,434,434__M_Left_middle_finger.BMP,434,1,0.9999999726426635,0.2
../Real\434__M_Left_ring_finger.BMP,434,434__M_Left_ring_finger.BMP,434,1,0.9999999781789695,0.2
../Real\434__M_Left_thumb_finger.BMP,434,434__M_Left_thumb_finger.BMP,434,1,0.9999999817117657,0.2
../Real\434__M_Right_index_finger.BMP,434,434__M_Right_index_finger.BMP,434,1,0.9999999565037568,0.2
../Real\434__M_Right_little_finger.BMP,434,434__M_Right_little_finger.BMP,434,1,0.9999999647937602,0.2
../Real\434__M_Right_middle_finger.BMP,434,434__M_Right_middle_finger.BMP,434,1,0.9999999738730492,0.2
../Real\434__M_Right_ring_finger.BMP,434,434__M_Right_ring_finger.BMP,434,1,0.9999999434419873,0.2
../Real\434__M_Right_thumb_finger.BMP,434,434__M_Right_thumb_finger.BMP,434,1,0.9999999923831209,0.2
../Real\435__F_Left_index_finger.BMP,435,435__F_Left_index_finger.BMP,435,1,0.999999960741001,0.2
../Real\435__F_Left_middle_finger.BMP,435,435__F_Left_middle_finger.BMP,435,1,0.9999999539688579,0.2
../Real\435__F_Left_ring_finger.BMP,435,435__F_Left_ring_finger.BMP,435,1,0.9999999558023334,0.2
../Real\435__F_Left_thumb_finger.BMP,435,435__F_Left_thumb_finger.BMP,435,1,0.9999999718860904,0.2
../Real\435__F_Right_index_finger.BMP,435,435__F_Right_index_finger.BMP,435,1,0.9999999794401213,0.2
../Real\435__F_Right_little_finger.BMP,435,435__F_Right_little_finger.BMP,435,1,0.9999999897005128,0.2
../Real\435__F_Right_middle_finger.BMP,435,435__F_Right_middle_finger.BMP,435,1,0.9999999811457478,0.2
../Real\435__F_Right_ring_finger.BMP,435,435__F_Right_ring_finger.BMP,435,1,0.9999999732111648,0.2
../Real\435__F_Right_thumb_finger.BMP,435,435__F_Right_thumb_finger.BMP,435,1,0.9999999784618068,0.2
../Real\436__M_Left_index_finger.BMP,436,436__M_Left_index_finger.BMP,436,1,0.9999999736840884,0.2
../Real\436__M_Left_little_finger.BMP,436,436__M_Left_little_finger.BMP,436,1,0.9999999454383959,0.2
../Real\436__M_Left_middle_finger.BMP,436,436__M_Left_middle_finger.BMP,436,1,0.9999999867899683,0.2
../Real\436__M_Left_ring_finger.BMP,436,436__M_Left_ring_finger.BMP,436,1,0.9999999864244455,0.2
../Real\436__M_Left_thumb_finger.BMP,436,436__M_Left_thumb_finger.BMP,436,1,0.9999999674656678,0.2
../Real\436__M_Right_index_finger.BMP,436,436__M_Right_index_finger.BMP,436,1,0.9999999796924404,0.2
../Real\436__M_Right_little_finger.BMP,436,436__M_Right_little_finger.BMP,436,1,0.999999966752667,0.2
../Real\436__M_Right_middle_finger.BMP,436,436__M_Right_middle_finger.BMP,436,1,0.9999999483671348,0.2
../Real\436__M_Right_ring_finger.BMP,436,436__M_Right_ring_finger.BMP,436,1,0.9999999747273968,0.2
../Real\436__M_Right_thumb_finger.BMP,436,436__M_Right_thumb_finger.BMP,436,1,0.9999999448685297,0.2
../Real\437__M_Left_index_finger.BMP,437,437__M_Left_index_finger.BMP,437,1,0.9999999530579896,0.2
../Real\437__M_Left_little_finger.BMP,437,437__M_Left_little_finger.BMP,437,1,0.9999999583876337,0.2
../Real\437__M_Left_middle_finger.BMP,437,437__M_Left_middle_finger.BMP,437,1,0.9999999811609621,0.2
../Real\437__M_Left_ring_finger.BMP,437,437__M_Left_ring_finger.BMP,437,1,0.9999999584307652,0.2
../Real\437__M_Left_thumb_finger.BMP,437,437__M_Left_thumb_finger.BMP,437,1,0.9999999564936897,0.2
../Real\437__M_Right_index_finger.BMP,437,437__M_Right_index_finger.BMP,437,1,0.9999999850501078,0.2
../Real\437__M_Right_little_finger.BMP,437,437__M_Right_little_finger.BMP,437,1,0.999999973948141,0.2
../Real\437__M_Right_middle_finger.BMP,437,437__M_Right_middle_finger.BMP,437,1,0.9999999422310706,0.2
../Real\437__M_Right_ring_finger.BMP,437,437__M_Right_ring_finger.BMP,437,1,0.9999999874718584,0.2
../Real\437__M_Right_thumb_finger.BMP,437,437__M_Right_thumb_finger.BMP,437,1,0.9999999805852594,0.2
../Real\438__M_Left_index_finger.BMP,438,438__M_Left_index_finger.BMP,438,1,0.9999999746626835,0.2
../Real\438__M_Left_little_finger.BMP,438,438__M_Left_little_finger.BMP,438,1,0.9999999640401462,0.2
../Real\438__M_Left_middle_finger.BMP,438,438__M_Left_middle_finger.BMP,438,1,0.9999999867782169,0.2
../Real\438__M_Left_ring_finger.BMP,438,438__M_Left_ring_finger.BMP,438,1,0.999999977575619,0.2
../Real\438__M_Right_index_finger.BMP,438,438__M_Right_index_finger.BMP,438,1,0.9999999881579054,0.2
../Real\438__M_Right_little_finger.BMP,438,438__M_Right_little_finger.BMP,438,1,0.9999999611123876,0.2
../Real\438__M_Right_middle_finger.BMP,438,438__M_Right_middle_finger.BMP,438,1,0.9999999736398171,0.2
../Real\438__M_Right_ring_finger.BMP,438,438__M_Right_ring_finger.BMP,438,1,0.9999999803992382,0.2
../Real\438__M_Right_thumb_finger.BMP,438,438__M_Right_thumb_finger.BMP,438,1,0.9999999923604864,0.2
../Real\439__M_Left_index_finger.BMP,439,439__M_Left_index_finger.BMP,439,1,0.9999999533421201,0.2
../Real\439__M_Left_little_finger.BMP,439,439__M_Left_little_finger.BMP,439,1,0.9999999628034818,0.4
../Real\439__M_Left_middle_finger.BMP,439,439__M_Left_middle_finger.BMP,439,1,0.9999999570016732,0.2
../Real\439__M_Left_ring_finger.BMP,439,439__M_Left_ring_finger.BMP,439,1,0.9999999814447934,0.4
../Real\439__M_Left_thumb_finger.BMP,439,439__M_Left_thumb_finger.BMP,439,1,0.9999999527010535,0.2
../Real\439__M_Right_index_finger.BMP,439,439__M_Right_index_finger.BMP,439,1,0.9999999877754898,0.2
../Real\439__M_Right_little_finger.BMP,439,439__M_Right_little_finger.BMP,439,1,0.9999999587772389,0.6
../Real\439__M_Right_middle_finger.BMP,439,439__M_Right_middle_finger.BMP,439,1,0.9999999691409043,0.4
../Real\439__M_Right_ring_finger.BMP,439,439__M_Right_ring_finger.BMP,439,1,0.999999948852108,0.2
../Real\439__M_Right_thumb_finger.BMP,439,439__M_Right_thumb_finger.BMP,439,1,0.9999999572416864,0.2
../Real\43__F_Left_index_finger.BMP,43,43__F_Left_index_finger.BMP,43,1,0.9999999468218844,0.2
../Real\43__F_Left_little_finger.BMP,43,43__F_Left_little_finger.BMP,43,1,0.9999999751348848,0.2
../Real\43__F_Left_middle_finger.BMP,43,43__F_Left_middle_finger.BMP,43,1,0.9999999885772184,0.2
../Real\43__F_Left_ring_finger.BMP,43,43__F_Left_ring_finger.BMP,43,1,0.9999999875590713,0.2
../Real\43__F_Left_thumb_finger.BMP,43,43__F_Left_thumb_finger.BMP,43,1,0.9999999913297495,0.2
../Real\43__F_Right_index_finger.BMP,43,43__F_Right_index_finger.BMP,43,1,0.9999999520630573,0.2
../Real\43__F_Right_little_finger.BMP,43,43__F_Right_little_finger.BMP,43,1,0.999999987406758,0.2
../Real\43__F_Right_middle_finger.BMP,43,43__F_Right_middle_finger.BMP,43,1,0.9999999916704722,0.2
../Real\43__F_Right_ring_finger.BMP,43,43__F_Right_ring_finger.BMP,43,1,0.9999999624483457,0.2
../Real\43__F_Right_thumb_finger.BMP,43,43__F_Right_thumb_finger.BMP,43,1,0.9999999414196651,0.2
../Real\440__M_Left_index_finger.BMP,440,440__M_Left_index_finger.BMP,440,1,0.9999999434429071,0.2
../Real\440__M_Left_little_finger.BMP,440,440__M_Left_little_finger.BMP,440,1,0.9999999601784524,0.2
../Real\440__M_Left_middle_finger.BMP,440,440__M_Left_middle_finger.BMP,440,1,0.999999952304299,0.2
../Real\440__M_Left_ring_finger.BMP,440,440__M_Left_ring_finger.BMP,440,1,0.9999999650153414,0.2
../Real\440__M_Left_thumb_finger.BMP,440,440__M_Left_thumb_finger.BMP,440,1,0.9999999716210026,0.2
../Real\440__M_Right_index_finger.BMP,440,440__M_Right_index_finger.BMP,440,1,0.9999999262916388,0.2
../Real\440__M_Right_little_finger.BMP,440,440__M_Right_little_finger.BMP,440,1,0.9999999632504224,0.2
../Real\440__M_Right_middle_finger.BMP,440,440__M_Right_middle_finger.BMP,440,1,0.999999982782468,0.2
../Real\440__M_Right_ring_finger.BMP,440,440__M_Right_ring_finger.BMP,440,1,0.999999926290387,0.2
../Real\440__M_Right_thumb_finger.BMP,440,440__M_Right_thumb_finger.BMP,440,1,0.9999999490945018,0.2
../Real\441__M_Left_index_finger.BMP,441,441__M_Left_index_finger.BMP,441,1,0.9999999831358366,0.2
../Real\441__M_Left_little_finger.BMP,441,441__M_Left_little_finger.BMP,441,1,0.9999999846366191,0.2
../Real\441__M_Left_middle_finger.BMP,441,441__M_Left_middle_finger.BMP,441,1,0.9999999877874273,0.2
../Real\441__M_Left_ring_finger.BMP,441,441__M_Left_ring_finger.BMP,441,1,0.9999999866844378,0.2
../Real\441__M_Left_thumb_finger.BMP,441,441__M_Left_thumb_finger.BMP,441,1,0.9999999596471824,0.2
../Real\441__M_Right_index_finger.BMP,441,441__M_Right_index_finger.BMP,441,1,0.9999999453990145,0.2
../Real\441__M_Right_little_finger.BMP,441,441__M_Right_little_finger.BMP,441,1,0.9999999493284791,0.2
../Real\441__M_Right_middle_finger.BMP,441,441__M_Right_middle_finger.BMP,441,1,0.999999962479266,0.2
../Real\441__M_Right_ring_finger.BMP,441,441__M_Right_ring_finger.BMP,441,1,0.9999999860708055,0.2
../Real\441__M_Right_thumb_finger.BMP,441,441__M_Right_thumb_finger.BMP,441,1,0.9999999564736819,0.2
../Real\442__F_Left_index_finger.BMP,442,442__F_Left_index_finger.BMP,442,1,0.9999999727655465,0.2
../Real\442__F_Left_little_finger.BMP,442,442__F_Left_little_finger.BMP,442,1,0.9999999750568817,0.2
../Real\442__F_Left_middle_finger.BMP,442,442__F_Left_middle_finger.BMP,442,1,0.9999999767495875,0.2
../Real\442__F_Left_ring_finger.BMP,442,442__F_Left_ring_finger.BMP,442,1,0.9999999753495767,0.2
../Real\442__F_Left_thumb_finger.BMP,442,442__F_Left_thumb_finger.BMP,442,1,0.999999944435772,0.2
../Real\442__F_Right_index_finger.BMP,442,442__F_Right_index_finger.BMP,442,1,0.999999955926854,0.2
../Real\442__F_Right_little_finger.BMP,442,442__F_Right_little_finger.BMP,442,1,0.9999999867872689,0.2
../Real\442__F_Right_middle_finger.BMP,442,442__F_Right_middle_finger.BMP,442,1,0.9999999714084276,0.2
../Real\442__F_Right_ring_finger.BMP,442,442__F_Right_ring_finger.BMP,442,1,0.9999999551230375,0.2
../Real\442__F_Right_thumb_finger.BMP,442,442__F_Right_thumb_finger.BMP,442,1,0.9999999369061167,0.2
../Real\443__M_Left_index_finger.BMP,443,443__M_Left_index_finger.BMP,443,1,0.9999999553412078,0.2
../Real\443__M_Left_little_finger.BMP,443,443__M_Left_little_finger.BMP,443,1,0.9999999690010728,0.2
../Real\443__M_Left_middle_finger.BMP,443,443__M_Left_middle_finger.BMP,443,1,0.9999999583004768,0.2
../Real\443__M_Left_ring_finger.BMP,443,443__M_Left_ring_finger.BMP,443,1,0.9999999546365661,0.2
../Real\443__M_Left_thumb_finger.BMP,443,443__M_Left_thumb_finger.BMP,443,1,0.9999999878950901,0.2
../Real\443__M_Right_index_finger.BMP,443,443__M_Right_index_finger.BMP,443,1,0.9999999799255453,0.2
../Real\443__M_Right_little_finger.BMP,443,443__M_Right_little_finger.BMP,443,1,0.9999999619342191,0.2
../Real\443__M_Right_middle_finger.BMP,443,443__M_Right_middle_finger.BMP,443,1,0.9999999945739553,0.2
../Real\443__M_Right_ring_finger.BMP,443,443__M_Right_ring_finger.BMP,443,1,0.9999999796645305,0.2
../Real\443__M_Right_thumb_finger.BMP,443,443__M_Right_thumb_finger.BMP,443,1,0.9999999811348993,0.2
../Real\444__M_Left_index_finger.BMP,444,444__M_Left_index_finger.BMP,444,1,0.9999999928364977,0.2
../Real\444__M_Left_little_finger.BMP,444,444__M_Left_little_finger.BMP,444,1,0.9999999660375809,0.2
../Real\444__M_Left_middle_finger.BMP,444,444__M_Left_middle_finger.BMP,444,1,0.9999999776057782,0.2
../Real\444__M_Left_ring_finger.BMP,444,444__M_Left_ring_finger.BMP,444,1,0.9999999491023115,0.2
../Real\444__M_Left_thumb_finger.BMP,444,444__M_Left_thumb_finger.BMP,444,1,0.9999999876573781,0.2
../Real\444__M_Right_index_finger.BMP,444,444__M_Right_index_finger.BMP,444,1,0.9999999676753967,0.2
../Real\444__M_Right_little_finger.BMP,444,444__M_Right_little_finger.BMP,444,1,0.9999999862173365,0.2
../Real\444__M_Right_middle_finger.BMP,444,444__M_Right_middle_finger.BMP,444,1,0.9999999820197545,0.2
../Real\444__M_Right_ring_finger.BMP,444,444__M_Right_ring_finger.BMP,444,1,0.9999999765184546,0.2
../Real\444__M_Right_thumb_finger.BMP,444,444__M_Right_thumb_finger.BMP,444,1,0.9999999847546465,0.2
../Real\445__M_Left_index_finger.BMP,445,445__M_Left_index_finger.BMP,445,1,0.9999999449823604,0.2
../Real\445__M_Left_little_finger.BMP,445,445__M_Left_little_finger.BMP,445,1,0.9999999590071986,0.2
../Real\445__M_Left_middle_finger.BMP,445,445__M_Left_middle_finger.BMP,445,1,0.9999999898341744,0.2
../Real\445__M_Left_ring_finger.BMP,445,445__M_Left_ring_finger.BMP,445,1,0.999999954900564,0.2
../Real\445__M_Left_thumb_finger.BMP,445,445__M_Left_thumb_finger.BMP,445,1,0.9999999802026109,0.2
../Real\445__M_Right_index_finger.BMP,445,445__M_Right_index_finger.BMP,445,1,0.99999997504701,0.2
../Real\445__M_Right_little_finger.BMP,445,445__M_Right_little_finger.BMP,445,1,0.9999999543413389,0.2
../Real\445__M_Right_middle_finger.BMP,445,445__M_Right_middle_finger.BMP,445,1,0.9999999794596516,0.2
../Real\445__M_Right_ring_finger.BMP,445,445__M_Right_ring_finger.BMP,445,1,0.9999999902656378,0.2
../Real\445__M_Right_thumb_finger.BMP,445,445__M_Right_thumb_finger.BMP,445,1,0.999999952515034,0.2
../Real\446__M_Left_index_finger.BMP,446,446__M_Left_index_finger.BMP,446,1,0.9999999655601579,0.2
../Real\446__M_Left_little_finger.BMP,446,446__M_Left_little_finger.BMP,446,1,0.9999999921058169,0.2
../Real\446__M_Left_middle_finger.BMP,446,446__M_Left_middle_finger.BMP,446,1,0.9999999858960021,0.2
../Real\446__M_Left_ring_finger.BMP,446,446__M_Left_ring_finger.BMP,446,1,0.9999999778465688,0.2
../Real\446__M_Left_thumb_finger.BMP,446,446__M_Left_thumb_finger.BMP,446,1,0.9999999640503859,0.2
../Real\446__M_Right_index_finger.BMP,446,446__M_Right_index_finger.BMP,446,1,0.9999999783668266,0.2
../Real\446__M_Right_little_finger.BMP,446,446__M_Right_little_finger.BMP,446,1,0.9999999314504419,0.2
../Real\446__M_Right_middle_finger.BMP,446,446__M_Right_middle_finger.BMP,446,1,0.9999999354010485,0.2
../Real\446__M_Right_ring_finger.BMP,446,446__M_Right_ring_finger.BMP,446,1,0.999999980896661,0.2
../Real\446__M_Right_thumb_finger.BMP,446,446__M_Right_thumb_finger.BMP,446,1,0.9999999502516708,0.2
../Real\447__M_Left_index_finger.BMP,447,447__M_Left_index_finger.BMP,447,1,0.9999999860831643,0.2
../Real\447__M_Left_little_finger.BMP,447,447__M_Left_little_finger.BMP,447,1,0.9999999086487612,0.2
../Real\447__M_Left_middle_finger.BMP,447,447__M_Left_middle_finger.BMP,447,1,0.9999999888703602,0.2
../Real\447__M_Left_ring_finger.BMP,447,447__M_Left_ring_finger.BMP,447,1,0.9999999798349326,0.2
../Real\447__M_Left_thumb_finger.BMP,447,447__M_Left_thumb_finger.BMP,447,1,0.9999999895836352,0.2
../Real\447__M_Right_index_finger.BMP,447,447__M_Right_index_finger.BMP,447,1,0.999999976905862,0.2
../Real\447__M_Right_little_finger.BMP,447,447__M_Right_little_finger.BMP,447,1,0.9999999614435552,0.2
../Real\447__M_Right_middle_finger.BMP,447,447__M_Right_middle_finger.BMP,447,1,0.9999999842930778,0.2
../Real\447__M_Right_ring_finger.BMP,447,447__M_Right_ring_finger.BMP,447,1,0.9999999618146832,0.2
../Real\447__M_Right_thumb_finger.BMP,447,447__M_Right_thumb_finger.BMP,447,1,0.9999999789971097,0.2
../Real\448__M_Left_index_finger.BMP,448,448__M_Left_index_finger.BMP,448,1,0.9999999654497989,0.2
../Real\448__M_Left_little_finger.BMP,448,448__M_Left_little_finger.BMP,448,1,0.9999999589130119,0.2
../Real\448__M_Left_middle_finger.BMP,448,448__M_Left_middle_finger.BMP,448,1,0.9999999805277677,0.2
../Real\448__M_Left_ring_finger.BMP,448,448__M_Left_ring_finger.BMP,448,1,0.9999999700530358,0.2
../Real\448__M_Left_thumb_finger.BMP,448,448__M_Left_thumb_finger.BMP,448,1,0.9999999745958946,0.2
../Real\448__M_Right_index_finger.BMP,448,448__M_Right_index_finger.BMP,448,1,0.9999999387431632,0.4
../Real\448__M_Right_little_finger.BMP,448,448__M_Right_little_finger.BMP,448,1,0.9999999477188306,0.2
../Real\448__M_Right_middle_finger.BMP,448,448__M_Right_middle_finger.BMP,448,1,0.9999999752630969,0.2
../Real\448__M_Right_ring_finger.BMP,448,448__M_Right_ring_finger.BMP,448,1,0.9999999491494865,0.2
../Real\448__M_Right_thumb_finger.BMP,448,448__M_Right_thumb_finger.BMP,448,1,0.9999999695423507,0.2
../Real\449__F_Left_index_finger.BMP,449,449__F_Left_index_finger.BMP,449,1,0.9999999775597087,0.2
../Real\449__F_Left_little_finger.BMP,449,449__F_Left_little_finger.BMP,449,1,0.9999999692435352,0.2
../Real\449__F_Left_middle_finger.BMP,449,449__F_Left_middle_finger.BMP,449,1,0.9999999269367065,0.2
../Real\449__F_Left_ring_finger.BMP,449,449__F_Left_ring_finger.BMP,449,1,0.9999999927458957,0.2
../Real\449__F_Left_thumb_finger.BMP,449,449__F_Left_thumb_finger.BMP,449,1,0.9999999554022857,0.2
../Real\449__F_Right_index_finger.BMP,449,449__F_Right_index_finger.BMP,449,1,0.999999984793714,0.2
../Real\449__F_Right_little_finger.BMP,449,449__F_Right_little_finger.BMP,449,1,0.9999999554514111,0.2
../Real\449__F_Right_middle_finger.BMP,449,449__F_Right_middle_finger.BMP,449,1,0.9999999752714189,0.2
../Real\449__F_Right_ring_finger.BMP,449,449__F_Right_ring_finger.BMP,449,1,0.9999999672711867,0.2
../Real\449__F_Right_thumb_finger.BMP,449,449__F_Right_thumb_finger.BMP,449,1,0.9999999714612585,0.2
../Real\44__M_Left_index_finger.BMP,44,44__M_Left_index_finger.BMP,44,1,0.9999999272909904,0.2
../Real\44__M_Left_little_finger.BMP,44,44__M_Left_little_finger.BMP,44,1,0.9999999872762633,0.2
../Real\44__M_Left_middle_finger.BMP,44,44__M_Left_middle_finger.BMP,44,1,0.9999999374255819,0.2
../Real\44__M_Left_ring_finger.BMP,44,44__M_Left_ring_finger.BMP,44,1,0.9999999707651959,0.2
../Real\44__M_Left_thumb_finger.BMP,44,44__M_Left_thumb_finger.BMP,44,1,0.9999999576513363,0.2
../Real\44__M_Right_index_finger.BMP,44,44__M_Right_index_finger.BMP,44,1,0.9999999805264908,0.2
../Real\44__M_Right_little_finger.BMP,44,44__M_Right_little_finger.BMP,44,1,0.9999999104361346,0.2
../Real\44__M_Right_middle_finger.BMP,44,44__M_Right_middle_finger.BMP,44,1,0.9999999724400455,0.2
../Real\44__M_Right_ring_finger.BMP,44,44__M_Right_ring_finger.BMP,44,1,0.9999999871113328,0.2
../Real\44__M_Right_thumb_finger.BMP,44,44__M_Right_thumb_finger.BMP,44,1,0.9999999708724001,0.2
../Real\450__M_Left_index_finger.BMP,450,450__M_Left_index_finger.BMP,450,1,0.9999999864249582,0.2
../Real\450__M_Left_little_finger.BMP,450,450__M_Left_little_finger.BMP,450,1,0.9999999610122334,0.2
../Real\450__M_Left_middle_finger.BMP,450,450__M_Left_middle_finger.BMP,450,1,0.9999999918005054,0.2
../Real\450__M_Left_ring_finger.BMP,450,450__M_Left_ring_finger.BMP,450,1,0.999999958383723,0.2
../Real\450__M_Left_thumb_finger.BMP,450,450__M_Left_thumb_finger.BMP,450,1,0.9999999830570929,0.2
../Real\450__M_Right_index_finger.BMP,450,450__M_Right_index_finger.BMP,450,1,0.9999999858555578,0.2
../Real\450__M_Right_little_finger.BMP,450,450__M_Right_little_finger.BMP,450,1,0.999999956763414,0.2
../Real\450__M_Right_middle_finger.BMP,450,450__M_Right_middle_finger.BMP,450,1,0.9999999688806666,0.2
../Real\450__M_Right_ring_finger.BMP,450,450__M_Right_ring_finger.BMP,450,1,0.9999999589902039,0.2
../Real\450__M_Right_thumb_finger.BMP,450,450__M_Right_thumb_finger.BMP,450,1,0.9999999471695719,0.2
../Real\451__M_Left_index_finger.BMP,451,451__M_Left_index_finger.BMP,451,1,0.9999999870060288,0.2
../Real\451__M_Left_little_finger.BMP,451,451__M_Left_little_finger.BMP,451,1,0.999999973724704,0.2
../Real\451__M_Left_middle_finger.BMP,451,451__M_Left_middle_finger.BMP,451,1,0.999999973293766,0.2
../Real\451__M_Left_ring_finger.BMP,451,451__M_Left_ring_finger.BMP,451,1,0.99999996292691,0.2
../Real\451__M_Left_thumb_finger.BMP,451,451__M_Left_thumb_finger.BMP,451,1,0.9999999845812906,0.2
../Real\451__M_Right_index_finger.BMP,451,451__M_Right_index_finger.BMP,451,1,0.9999999807445733,0.2
../Real\451__M_Right_little_finger.BMP,451,451__M_Right_little_finger.BMP,451,1,0.9999999805466218,0.2
